Title,Author,Average rating,Number of ratings,Number of reviews,Genres,Publish year,Number of pages,Currently reading,Want to read
Mr. X,Clarissa Wild,3.74,3400,448.0,"Dark, BDSM, Dark Romance, Romance, Erotica, Abuse, Suspense",2014.0,404.0,229.0,
"Damian's Oracle (War of Gods, #1)",Lizzy Ford,4.02,3312,211.0,"Fantasy, Paranormal, Romance, Paranormal Romance, Mythology, Urban Fantasy, Magic",2011.0,129.0,209.0,
After You'd Gone,Maggie O'Farrell,4.04,22739,2137.0,"Fiction, Contemporary, Romance, Literary Fiction, Mystery, Book Club, Scotland",2000.0,384.0,1252.0,
"Wreck Me (Wrecked, #1)",J.L. Mac,4.06,11038,888.0,"Romance, New Adult, Contemporary Romance, Erotica, Contemporary, Adult, BDSM",2013.0,287.0,172.0,
"Heat of the Night (Dream Guardians, #2)",Sylvia Day,3.86,5385,313.0,"Romance, Paranormal, Fantasy, Erotica, Paranormal Romance, Audiobook, Adult",2008.0,246.0,228.0,
Black Ice,Becca Fitzpatrick,3.87,35019,4182.0,"Young Adult, Romance, Thriller, Mystery, Contemporary, Fiction, Suspense",2014.0,412.0,675.0,
"Dom Wars: Round One (Dom Wars, #1)",Lucian Bane,3.75,3155,555.0,"BDSM, Erotica, Romance, Humor, Contemporary, Erotic Romance, Adult",2015.0,131.0,147.0,
"Curse of the Blue Tattoo: Being an Account of the Misadventures of Jacky Faber, Midshipman and Fine Lady (Bloody Jack, #2)",L.A. Meyer,4.27,13138,1000.0,"Historical Fiction, Young Adult, Adventure, Fiction, Historical, Pirates, Audiobook",2004.0,504.0,208.0,
"Gilt (Royal Circle, #1)",Katherine Longshore,3.62,3581,564.0,"Historical Fiction, Young Adult, Historical, Romance, Fiction, Tudor Period, British Literature",2012.0,398.0,63.0,
"Under Different Stars (Kricket, #1)",Amy A. Bartol,4.2,20094,1952.0,"Fantasy, Young Adult, Romance, Science Fiction, Paranormal, Aliens, Audiobook",2013.0,297.0,1855.0,
"Nobody's Hero (Rescue Me Saga, #2)",Kallypso Masters,4.3,12046,586.0,"BDSM, Erotica, Romance, Military Fiction, Contemporary, Contemporary Romance, Erotic Romance",2011.0,357.0,313.0,
"The Last Awakening (Curse of the Phoenix, #2)",Rachel Firasek,4.32,57,27.0,"Romance, Paranormal",,83.0,,198.0
Hot Ice,Nora Roberts,3.74,17717,671.0,"Romance, Romantic Suspense, Fiction, Contemporary Romance, Suspense, Contemporary, Mystery",1987.0,356.0,2084.0,
"Destructively Alluring (Allure, #1)",N. Isabelle Blanco,3.87,888,185.0,"Romance, Erotica, Contemporary, Erotic Romance, Contemporary Romance, Novella, New Adult",2012.0,124.0,60.0,
"After Dark (The 19th Year, #1)",Emi Gayle,3.68,694,94.0,"Paranormal, Young Adult, Fantasy, Romance, Vampires, Urban Fantasy, Magic",2012.0,344.0,17.0,
"The Emerald Atlas (The Books of Beginning, #1)",John Stephens,3.95,23455,2523.0,"Fantasy, Middle Grade, Young Adult, Adventure, Fiction, Childrens, Time Travel",,,,
The Story Guy,Mary Ann Rivers,3.92,2099,464.0,"Romance, Contemporary Romance, Novella, Contemporary, Adult, Erotica, Short Stories",2013.0,174.0,25.0,
"Elfin (The Elfin, #1)",Quinn Loftis,4.1,8707,625.0,"Fantasy, Young Adult, Romance, Paranormal, Fae, Paranormal Romance, Magic",2012.0,389.0,913.0,
Endgame (Ocean Bay #1),Chloe Walsh,3.91,6873,547.0,"Enemies To Lovers, Romance, High School, New Adult, Contemporary, Contemporary Romance, Sports",,451.0,1219.0,
Unparalleled,D.S. Smith,4.12,4800,194.0,"Fiction, Science Fiction, Contemporary, Book Club, Thriller, Mystery, Novels",2018.0,287.0,58.0,
Slice of Cherry,Dia Reeves,3.7,3494,551.0,"Young Adult, Horror, Fantasy, Paranormal, Fiction, Romance, Supernatural",2011.0,505.0,129.0,
"Final Life (The Final Life, #1)",Rose Garcia,4.04,426,143.0,"Fantasy, Young Adult, Paranormal, Romance, Paranormal Romance, Amazon, Urban Fantasy",2012.0,280.0,313.0,
My Summer in St. Ives,Don Barr,4.46,431,16.0,"Fiction, Novels, Contemporary, Adventure, Adult, Fantasy, Drama",,312.0,12.0,
"Dark Inside (Dark Inside, #1)",Jeyn Roberts,3.92,9161,1124.0,"Young Adult, Dystopia, Horror, Zombies, Post Apocalyptic, Science Fiction, Fiction",2011.0,338.0,263.0,
"An Unlucky Moon (Dante's Circle, #3)",Carrie Ann Ryan,4.11,1005,96.0,"Paranormal, Paranormal Romance, Romance, Fantasy, Shapeshifters, Werewolves, Magic",2013.0,205.0,80.0,
The Gate,Jason Brant,3.71,326,51.0,"Horror, Fiction, Paranormal, Fantasy, Thriller, Supernatural",2012.0,,15.0,
Aberration,Lisa Regan,4.36,5029,276.0,"Thriller, Mystery, Suspense, Crime, Serial Killer, Fiction, Mystery Thriller",2013.0,414.0,1708.0,
"Twice Tempted (Night Prince, #2)",Jeaniene Frost,4.25,44644,2796.0,"Vampires, Paranormal, Romance, Paranormal Romance, Urban Fantasy, Fantasy, Adult",2013.0,360.0,1207.0,
PopCo,Scarlett Thomas,3.73,5922,634.0,"Fiction, Mystery, Contemporary, Fantasy, British Literature, Novels, Thriller",2004.0,512.0,150.0,
"Darkness of Light (Darkness, #1)",Stacey Marie Brown,3.96,14235,1110.0,"Fantasy, Paranormal, New Adult, Fae, Romance, Urban Fantasy, Paranormal Romance",2013.0,298.0,2590.0,
"Checkmate (Neighbor from Hell, #3)",R.L. Mathewson,4.12,49684,2375.0,"Romance, Contemporary Romance, Contemporary, Humor, Enemies To Lovers, Adult, Chick Lit",2012.0,350.0,1220.0,
Off Limits (Faking It #1),Chloe Walsh,3.72,2260,157.0,"Romance, New Adult, Young Adult, High School, Contemporary Romance, Contemporary, Dark Romance",,242.0,309.0,
"A Humble Heart (Hollywood Hearts, #1)",R.L. Mathewson,4.06,10804,474.0,"Romance, Contemporary Romance, Contemporary, Humor, Adult, Erotica, Celebrity",2010.0,235.0,199.0,
"Grasping at Eternity (The Kindrily, #1)",Karen Amanda Hooper,4.07,2577,478.0,"Young Adult, Fantasy, Romance, Paranormal, Paranormal Romance, Magic, Fiction",2012.0,328.0,368.0,
Beautiful Broken Rules (Broken #1),Kimberly Lauren,4.1,33732,2071.0,"New Adult, Romance, College, Contemporary, Contemporary Romance, College Romance, Sports",2013.0,275.0,2371.0,
Chasing the Red Queen,Karen Glista,4.2,947,78.0,"Fiction, Young Adult, Romance, New Adult, Adult, Fantasy, Novels",,277.0,18.0,
"Stolen (Stained, #2)",Ella James,4.0,2732,113.0,"Paranormal, Angels, Young Adult, Fantasy, Romance, Paranormal Romance, Supernatural",2012.0,131.0,52.0,
"If You Stay (Beautifully Broken, #1)",Courtney Cole,3.93,34725,1985.0,"New Adult, Romance, Contemporary, Contemporary Romance, Adult, Young Adult, Abuse",2013.0,220.0,391.0,
All I Want For Christmas,Ros Clarke,3.63,186,32.0,"Christmas, Romance, Contemporary Romance, Contemporary, Holiday, Chick Lit, Short Stories",2011.0,44.0,3.0,
Sam's Theory,Sarah Mendivel,3.9,20,12.0,Mystery,2018.0,381.0,5.0,
Shine,Lauren Myracle,3.82,12979,1680.0,"Young Adult, Mystery, Fiction, Realistic Fiction, Contemporary, LGBT, Teen",,,,
Playing With Fire,Tamara Morgan,3.41,29,11.0,"Paranormal Romance, Romance, Paranormal, Fantasy",2012.0,81.0,1.0,
"Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman,3.96,62661,4520.0,"Fantasy, Young Adult, Dragons, Magic, Fiction, Young Adult Fantasy, High Fantasy",2008.0,531.0,1277.0,
Crushed,Dawn Rae Miller,3.33,976,98.0,"New Adult, Romance, Contemporary, Young Adult, High School, Contemporary Romance, Fiction",2012.0,268.0,34.0,
Good Like This,Peter Arpesella,4.25,48,4.0,Fiction,2013.0,458.0,1.0,
"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper,3.86,55889,3254.0,"Fantasy, Young Adult, Fiction, Childrens, Middle Grade, Adventure, Audiobook",1965.0,196.0,1740.0,
"Bite Me (Pride, #9)",Shelly Laurenston,4.36,10796,800.0,"Paranormal, Romance, Paranormal Romance, Shapeshifters, Fantasy, Humor, Urban Fantasy",2014.0,375.0,335.0,
"A Dark Kiss of Rapture (Renegade Angels, #0.5)",Sylvia Day,3.74,11987,636.0,"Romance, Paranormal, Paranormal Romance, Vampires, Angels, Fantasy, Erotica",2011.0,72.0,1176.0,
"Ruin (Ruin, #1)",Rachel Van Dyken,4.15,40648,3980.0,"Romance, New Adult, Contemporary, College, Contemporary Romance, Young Adult, Sports",2013.0,250.0,1119.0,
"Escorted (Escorted, #1)",Claire Kent,3.91,13993,1431.0,"Romance, Erotica, Contemporary Romance, Contemporary, Erotic Romance, Adult, New Adult",2012.0,326.0,1331.0,
"Devil May Cry (Dark-Hunter, #11)",Sherrilyn Kenyon,4.3,39815,1249.0,"Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Mythology",2007.0,320.0,429.0,
"Creatura (Creatura, #1)",Nely Cab,3.83,1637,346.0,"Fantasy, Young Adult, Paranormal, Romance, Mythology, Fiction, Magic",2011.0,308.0,270.0,
"A Caress of Wings (Renegade Angels, #1.5)",Sylvia Day,4.09,2357,115.0,"Paranormal, Angels, Paranormal Romance, Romance, Vampires, Fantasy, Erotica",2012.0,100.0,91.0,
"Sweet Thing (Sweet Thing, #1)",Renee Carlino,3.94,18412,2346.0,"Romance, New Adult, Contemporary, Contemporary Romance, Music, Friends To Lovers, Adult",2013.0,320.0,627.0,
Paddy Clarke Ha Ha Ha,Roddy Doyle,3.75,24115,,,,,,
"Howl For It (Pride, #0.5)",Shelly Laurenston,4.26,6949,538.0,"Paranormal, Romance, Paranormal Romance, Shapeshifters, Anthologies, Fantasy, Humor",2012.0,315.0,316.0,
Prayers & Poetry,Rashawn Johnson,4.8,5,0.0,,,,,
"Suddenly Royal (The Royals, #1)",Nichole Chase,3.88,14248,1355.0,"Romance, New Adult, Contemporary, Royalty, Contemporary Romance, Chick Lit, Young Adult",2013.0,464.0,434.0,
"Doe and the Wolf (Furry United Coalition, #5)",Eve Langlais,4.06,2075,116.0,"Paranormal, Shapeshifters, Paranormal Romance, Romance, Fantasy, Humor, Erotica",2013.0,185.0,78.0,
Willing Captive,Belle Aurora,4.06,20823,1879.0,"Romance, New Adult, Contemporary, Contemporary Romance, Humor, Adult, Romantic Suspense",2013.0,287.0,361.0,
"Breathless (The Blue Fire Saga, #1)",Scott Prussing,3.62,3007,330.0,"Paranormal, Vampires, Romance, Young Adult, Fantasy, Paranormal Romance, Supernatural",2010.0,289.0,547.0,
"The Rocker That Holds Me (The Rocker, #1)",Terri Anne Browning,3.9,19881,1115.0,"Romance, New Adult, Music, Contemporary, Contemporary Romance, Friends To Lovers, Musicians",2013.0,102.0,570.0,
Dimensional Adventures With Arabella: A 5th Dimension Butterfly Fairy from The Land of Rom (A Journey to the 4th Dimension Rad Bad Beetle Jamboree) (Volume 1),Karen Dowers,4.78,9,6.0,,,,,
Collision Course,S.C. Stephens,4.03,12509,941.0,"Young Adult, Romance, New Adult, Contemporary, Contemporary Romance, High School, Drama",2012.0,472.0,204.0,
"Carolina Girl (Dare Island, #2)",Virginia Kantra,3.93,951,151.0,"Contemporary Romance, Romance, Contemporary, Family, Second Chance, Fiction, Chick Lit",2013.0,320.0,38.0,
"Carolina Home (Dare Island, #1)",Virginia Kantra,3.94,1213,198.0,"Romance, Contemporary Romance, Contemporary, Fiction, Adult, Family, Audiobook",2012.0,304.0,67.0,
"Aramus (Cyborgs: More Than Machines, #4)",Eve Langlais,4.01,2152,121.0,"Science Fiction, Romance, Paranormal, Science Fiction Romance, Futuristic, Erotica, Fantasy",2013.0,218.0,72.0,
"Kiss of the Night (Dark-Hunter, #4)",Sherrilyn Kenyon,4.22,45349,1413.0,"Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Mythology",2004.0,368.0,523.0,
"Retribution (Dark-Hunter, #19)",Sherrilyn Kenyon,4.12,22257,1255.0,"Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Mythology",,,,
"Inhale (Just Breathe, #1)",Kendall Grey,3.77,2270,321.0,"Paranormal, Romance, Fantasy, Urban Fantasy, Paranormal Romance, Adult, New Adult",2012.0,453.0,142.0,
Solar,Ian McEwan,3.29,29099,3181.0,"Fiction, Contemporary, Literary Fiction, Literature, Novels, British Literature, Book Club",1985.0,354.0,892.0,
"Always You (Best Friend, #1)",Kirsty Moseley,3.89,21694,1316.0,"Romance, Young Adult, New Adult, Friends To Lovers, Contemporary, High School, Contemporary Romance",2012.0,329.0,884.0,
"Renegade (The Captive, #2)",Erica Stevens,4.11,13329,657.0,"Vampires, Paranormal, Romance, Fantasy, Paranormal Romance, Young Adult, Dystopia",2012.0,212.0,1081.0,
"Refugee (The Captive, #3)",Erica Stevens,4.25,9675,403.0,"Vampires, Paranormal, Romance, Fantasy, Paranormal Romance, Young Adult, Dystopia",2012.0,234.0,727.0,
Bleeding Violet,Dia Reeves,3.64,5584,764.0,"Young Adult, Fantasy, Paranormal, Horror, Romance, Fiction, Urban Fantasy",2009.0,454.0,66.0,
"Far from Broken (Seasons of Invention, #1)",J.K. Coi,3.52,40,12.0,"Steampunk, Romance, Steampunk Romance, Anthologies",2011.0,92.0,,90.0
"Salvation (The Captive, #4)",Erica Stevens,4.31,8395,402.0,"Vampires, Paranormal, Romance, Fantasy, Paranormal Romance, Young Adult, Dystopia",2013.0,278.0,502.0,
"WitchCraft (Witchblood, #2)",Emma Mills,4.2,840,51.0,"Vampires, Paranormal, Young Adult, Witches, Fantasy, Romance, Magic",2012.0,320.0,27.0,
The Love Goddess' Cooking School,Melissa Senate,3.74,5693,709.0,"Chick Lit, Fiction, Romance, Food, Magical Realism, Book Club, Foodie",2010.0,326.0,92.0,
"The Fallen Legacies (Lorien Legacies: The Lost Files, #3)",Pittacus Lore,4.24,12320,455.0,"Young Adult, Science Fiction, Fantasy, Aliens, Fiction, Short Stories, Novella",2012.0,101.0,195.0,
Wishing for Someday Soon,Tiffany King,3.97,6402,370.0,"Young Adult, Romance, Abuse, Contemporary, High School, New Adult, Young Adult Romance",2012.0,288.0,84.0,
Lucky Girl,Cate Lord,3.41,85,34.0,"Romance, Contemporary, Chick Lit, Fiction, Contemporary Romance",2011.0,268.0,,
"Stained (Stained, #1)",Ella James,3.7,7101,540.0,"Paranormal, Young Adult, Angels, Fantasy, Romance, Demons, Paranormal Romance",2011.0,252.0,437.0,
"At Any Price (Gaming the System, #1)",Brenna Aubrey,3.89,21323,1903.0,"Romance, New Adult, Contemporary, Contemporary Romance, Chick Lit, Fiction, Adult",2013.0,391.0,4850.0,
"What Kills Me (What Kills Me, #1)",Wynne Channing,3.98,2871,368.0,"Vampires, Paranormal, Young Adult, Fantasy, Romance, Paranormal Romance, Urban Fantasy",2012.0,323.0,155.0,
Yesterday’s Daughter,Sallie Lundy-Frommer,4.03,78,40.0,"Vampires, Fantasy, Romance, Paranormal, Paranormal Romance",2011.0,250.0,4.0,
"Bright Side (Bright Side, #1)",Kim Holden,4.29,61657,9363.0,"Romance, New Adult, Contemporary, Fiction, College, Contemporary Romance, Emotional",2014.0,423.0,5378.0,
"Burning Up Flint (Cyborg Seduction, #1)",Laurann Dohner,3.75,10277,544.0,"Science Fiction, Romance, Erotica, Paranormal, Aliens, Science Fiction Romance, Paranormal Romance",2010.0,196.0,212.0,
"Exalted (Stained, #4)",Ella James,4.06,1851,86.0,"Angels, Paranormal, Fantasy, Young Adult, Romance, Paranormal Romance, Demons",2012.0,254.0,39.0,
"Of Darkness and Light (Shadow of the Nephilim, #1)",Lily Crussell,4.1,105,,,,,,
"Legend (The Drenai Saga, #1)",David Gemmell,4.26,35277,1862.0,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Heroic Fantasy, Adventure, Sword and Sorcery",1984.0,362.0,1253.0,
"Daggerspell (Deverry, #1)",Katharine Kerr,3.91,16947,705.0,"Fantasy, Fiction, High Fantasy, Epic Fantasy, Magic, Science Fiction Fantasy, Romance",1986.0,454.0,729.0,
"Foretold (The Demon Trappers, #4)",Jana Oliver,4.32,6451,489.0,"Young Adult, Fantasy, Paranormal, Demons, Angels, Urban Fantasy, Romance",2012.0,438.0,47.0,
"Arise (Hereafter, #2)",Tara Hudson,3.92,5200,450.0,"Young Adult, Paranormal, Ghosts, Fantasy, Romance, Paranormal Romance, Supernatural",2012.0,404.0,112.0,
"Gone Missing (Kate Burkholder, #4)",Linda Castillo,4.12,22844,1837.0,"Mystery, Thriller, Fiction, Amish, Audiobook, Crime, Mystery Thriller",2012.0,276.0,870.0,
Flawed,Kate Avelynn,3.7,5911,889.0,"Young Adult, Romance, Contemporary, Dark, Abuse, New Adult, Drama",2012.0,336.0,206.0,
Between The Lines: Volumes of Words Unspoken,Céline Zabad,4.15,133,14.0,Poetry,2018.0,390.0,131.0,
If I Can't Have You,Lauren Hammond,3.51,1881,81.0,"Young Adult, Romance, New Adult, Contemporary, Contemporary Romance, Young Adult Romance, College",2012.0,,21.0,
Kargaroth: A Tale of the Great Onion Knighthood,Mark B. Frost,4.54,54,7.0,Fantasy,,674.0,13.0,
"Chosen (Stained, #3)",Ella James,4.05,2468,79.0,"Paranormal, Angels, Fantasy, Young Adult, Romance, Paranormal Romance, Demons",2012.0,211.0,54.0,
"Forgiven (The Demon Trappers, #3)",Jana Oliver,4.24,8292,455.0,"Young Adult, Fantasy, Demons, Paranormal, Urban Fantasy, Angels, Romance",2012.0,407.0,54.0,
"Luminosity (The Raven Chronicles, #1)",Stephanie Thomas,3.49,653,98.0,"Young Adult, Fantasy, Paranormal, Dystopia, Romance, Science Fiction, Magic",2012.0,282.0,14.0,
Ember (Ember #1),Madison Daniel,3.78,523,113.0,"Young Adult, Fantasy, Romance, Paranormal, Paranormal Romance, Fiction, Urban Fantasy",2011.0,390.0,13.0,
"Amaranth (Resistance, #1)",Rachael Wade,3.51,1122,196.0,"Vampires, Paranormal, Fantasy, Romance, Young Adult, Paranormal Romance, Fiction",2011.0,245.0,83.0,
"Hereafter (Hereafter, #1)",Tara Hudson,3.71,17062,1700.0,"Young Adult, Paranormal, Fantasy, Ghosts, Romance, Paranormal Romance, Supernatural",2011.0,404.0,253.0,
"Would-Be Witch (Southern Witch, #1)",Kimberly Frost,3.77,4944,,,,,,
"The Ice Cream Girls (Poppy & Serena, #1)",Dorothy Koomson,4.01,13826,1161.0,"Fiction, Mystery, Chick Lit, Contemporary, Thriller, Romance, Crime",2010.0,452.0,380.0,
Train Wreck: A Novel,Bennett Gavrish,3.09,46,15.0,Mystery Thriller,2011.0,253.0,3.0,
"A Twisted Ladder (Devils of the Briar, #1)",Rhodi Hawk,3.44,641,93.0,"Horror, Fiction, Gothic, Mystery, Mystery Thriller, Book Club, Suspense",2009.0,540.0,11.0,
"The Complex (Linx, # 1)",C. Zaragoza,3.85,216,32.0,"Dystopia, Young Adult, Science Fiction, Fantasy, Post Apocalyptic, Romance, Apocalyptic",2012.0,368.0,5.0,
Legacy (The Daughters Of Darkness #1),Ravin Tija Maurice,4.31,29,5.0,"Fantasy, Paranormal, Young Adult, Historical Fiction",2012.0,296.0,1.0,
Property Of,Alice Hoffman,3.46,2518,220.0,"Fiction, Contemporary, Young Adult, Novels, Audiobook, Chick Lit, Drama",1974.0,218.0,376.0,
Herself When She's Missing,Sarah Terez Rosenblum,3.57,117,23.0,"Fiction, LGBT, Lesbian, Queer, Romance",2012.0,272.0,7.0,
Prophecy of the Heir,J.C. Lamont,4.49,55,14.0,"Fantasy, Christian, Christian Fiction, Christian Fantasy, Angels, Fiction, Adult",2012.0,688.0,24.0,
Cry Baby Hollow,Aimee Love,3.74,174,25.0,"Urban Fantasy, Paranormal, Werewolves, Romance, Mystery, Shapeshifters, Fantasy",2012.0,347.0,9.0,
"Adelaide Confused (Emotional Graves, #1)",Penny Greenhorn,3.9,142,,,,,,
"So I'm a Double Threat (Double Threat, #1)",Julie Prestsater,3.85,2252,140.0,"Young Adult, Romance, High School, Contemporary, New Adult, Contemporary Romance, Young Adult Romance",2009.0,226.0,127.0,
"Eternal Starling (Emblem of Eternity, #1)",Angela Corbett,3.65,1714,204.0,"Paranormal, Fantasy, Romance, Young Adult, New Adult, Paranormal Romance, Magic",2011.0,320.0,107.0,
The Burning Maiden,Greg Kishbaugh,3.76,33,5.0,Horror,2012.0,718.0,6.0,
"A Lament of Moonlight (Harbingers of Light, #3)",Travis Simmons,4.35,17,8.0,Fantasy,2012.0,117.0,1.0,
"Day Soldiers (Day Soldiers, #1)",Brandon Hale,3.94,962,99.0,"Vampires, Young Adult, Paranormal, Fantasy, Urban Fantasy, Horror, Werewolves",2012.0,272.0,136.0,
"This World or the Next (The Perilous Journeys of Wilona Bumbridge, #1)",Lukas Holmes,4.25,20,10.0,,,,,
"Blood Moon (The Witchlings, #2)",Amanda Turner,3.37,19,15.0,,,,,
"Blood Spirit (Sons of Navarus, #3)",Gabrielle Bisset,4.37,197,37.0,"Vampires, Paranormal Romance, Paranormal, Romance",2012.0,274.0,12.0,
Chasing Justice,Dan Hunter,3.0,2,0.0,,,,,
The Barista and I,Andrew Szymanski,3.17,12,3.0,Short Stories,2012.0,132.0,1.0,
"After Ben (Seattle Stories, #1)",Con Riley,4.05,3138,549.0,"M M Romance, Contemporary, Romance, Abuse, LGBT, Friends To Lovers, Audiobook",2012.0,300.0,115.0,
A Bed of Knives,Elizabeth Jasper,3.88,32,22.0,"Romance, Contemporary Romance",,310.0,,85.0
"The Merchant and the Menace (The Seraphinium, #1)",Daniel McHugh,3.71,195,19.0,"Fantasy, Fiction",2011.0,442.0,17.0,
For Always,Danielle Sibarium,3.71,483,50.0,"Romance, Young Adult, Contemporary, Contemporary Romance, New Adult",2011.0,280.0,28.0,
"Dust (Of Dust and Darkness, #1)",Devon Ashley,3.57,322,83.0,"Fantasy, Young Adult, Romance, Paranormal, Fae, Fairies, Magic",2012.0,344.0,34.0,
Spill Over,Jolene Perry,3.68,472,59.0,"Young Adult, Romance, Contemporary, New Adult, Contemporary Romance, Relationships, Grief",2012.0,250.0,6.0,
The Missing Chapters,Off the Market578,4.08,37,15.0,"Drama, Thriller",2012.0,396.0,1.0,
"Every Which Way (Sloan Brothers, #1)",Calia Read,3.7,4742,387.0,"New Adult, Romance, Contemporary, College, Contemporary Romance, Young Adult, College Romance",2012.0,390.0,133.0,
Diary of a Vampire Stripper,Cinsearae S.,3.81,36,15.0,"Vampires, Zombies, Urban Fantasy, Paranormal, Horror",2012.0,270.0,,716.0
Tuatha and the Seven Sisters Moon,D. VonThaer,3.74,23,5.0,Fantasy,2009.0,418.0,3.0,
Closer,Dannika Dark,4.13,3204,196.0,"Paranormal, Romance, Fantasy, Paranormal Romance, Urban Fantasy, Audiobook, Novella",2012.0,89.0,275.0,
Forever ME,Thomas Amo,4.05,84,31.0,"Romance, New Adult, Young Adult, High School",2012.0,490.0,2.0,
Life Minus 3 1/2,Dennis Hart,4.64,11,5.0,,,,,
Blood Lust,Jessica L. Degarmo,3.77,61,19.0,"Vampires, Paranormal, Paranormal Romance",2012.0,270.0,11.0,
"The Witch's Curse (Legend of the Dreamer, #1.1)",David James,4.1,39,12.0,"Fantasy, Short Stories",2012.0,42.0,6.0,
"Games, Lies & Deceit",D.J. Cole,5.0,6,1.0,,,,,
The Truth,Erin McCauley,3.97,69,6.0,,,,,
"The Devil's Triangle (The Devil's Triangle, #1)",Toni De Palma,3.74,82,36.0,"Young Adult, Paranormal, Romance, Paranormal Romance, Dystopia",2013.0,216.0,5.0,
"Hollywood Nobody (Hollywood Nobody, #1)",Lisa Samson,3.6,656,73.0,"Young Adult, Christian Fiction, Christian, Fiction, Chick Lit, Teen, Contemporary",2007.0,224.0,18.0,
"Shattered (Shattered Hearts, #1)",Nicole Banks,4.11,251,108.0,"Romance, Friends To Lovers, New Adult, Military Fiction, Second Chance, College Romance, Abuse",2013.0,270.0,27.0,
Please Don't Remove MarGreat's Glasses!,Josh Baker,4.2,84,8.0,Fiction,2012.0,262.0,4.0,
Too Grand for Words,Natasza Waters,4.47,72,18.0,,,,,
Power (Hikers Trilogy #1),Lauren Algeo,4.0,41,14.0,Thriller,2013.0,426.0,5.0,
Fresh Off the Boat,Eddie Huang,3.68,13789,1696.0,"Memoir, Nonfiction, Food, Audiobook, Biography, Humor, Biography Memoir",2013.0,288.0,1118.0,
"Stripped (Stripped, #1)",Brooklyn Skye,3.63,1791,147.0,"New Adult, Romance, College, Contemporary, Contemporary Romance, Sports, Chick Lit",2013.0,345.0,44.0,
"Thirty Seconds to Die (Thirty Seconds to Die, #1)",S.G. Holster,3.62,169,36.0,"Paranormal, Young Adult, Fantasy, Mystery, Fiction, Romance, Paranormal Romance",2013.0,364.0,12.0,
"Warp Speed (Warp Speed, #1)",Travis S. Taylor,3.85,1198,,,,,,
Namaste Stories: Volume 2,Matthew Treya,2.43,7,2.0,,,,,
"Arranged (Arranged, #1)",Sara Wolf,3.42,1028,99.0,"Romance, New Adult, Contemporary, Contemporary Romance, Young Adult, College Romance, Realistic Fiction",2013.0,140.0,17.0,
"Swept (Swept Saga, #1)",Becca Lee Nyx,3.23,267,46.0,"New Adult, Erotica, College, Amazon, Romance, Erotic Romance, College Romance",2013.0,176.0,12.0,
"Grave Bound (Secrets, #1)",T.R. Graves,4.44,68,23.0,"Romance, New Adult, Young Adult",2013.0,348.0,2.0,
"The Silence of Medair (Medair, #1)",Andrea K. Höst,4.06,1040,119.0,"Fantasy, Romance, Magic, Time Travel, High Fantasy, Adventure, Adult",2010.0,240.0,16.0,
24 Bones,Michael F. Stewart,3.22,332,50.0,"Fantasy, Urban Fantasy, Fiction, Paranormal, Mythology, Magic, Young Adult",2009.0,305.0,93.0,
The Palaver Tree,Wendy Unsworth,4.26,39,26.0,Africa,2012.0,368.0,3.0,
"Flirting With Danger (Samantha Jellicoe, #1)",Suzanne Enoch,3.94,4555,289.0,"Romance, Contemporary Romance, Contemporary, Mystery, Romantic Suspense, Chick Lit, Suspense",2005.0,384.0,161.0,
Hauntings Of The Heart,Joselyn Vaughn,4.33,30,12.0,"Mystery, Romance",2011.0,256.0,6.0,
A Coward in Modern China,Jon Lee Junior,3.24,25,1.0,,,,,
